organism;checkin;atb;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Staphylococcus epidermidis;3015901340;LZD_10;;26;31;31;";OXD wild-type"
Staphylococcus epidermidis;3015901340;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901340;MH_30;;22;32;33;";TET wild-type"
Staphylococcus epidermidis;3015901340;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901340;NOR_10;;11;14;10;";QL high level resistance"
Staphylococcus epidermidis;3015901340;P_1;;;10;6;";PBP2a"
Staphylococcus epidermidis;3015901340;RD_5;;13;19;17;";RIF wild-type"
Staphylococcus epidermidis;3015901340;SXT_25;;22;29;29;";dhps/PABA"
Staphylococcus epidermidis;3015901340;TE_30;;25;31;31;";TET wild-type"
Staphylococcus epidermidis;3015901340;TEC_30;;12;13;13;
Staphylococcus epidermidis;3015901340;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901340;TGC_15;;22;27;27;";TET wild-type"
Staphylococcus epidermidis;3015901340;TOB_10;;14;16;15;";AG exceptional phenotype"
Staphylococcus epidermidis;3015901340;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901341;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;CIP_5;;18;20;20;";QL low level resistance"
Staphylococcus epidermidis;3015901341;CN_10;;10;12;10;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901341;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;DA_2;;22;31;27;
Staphylococcus epidermidis;3015901341;E_15;;10;13;6;
Staphylococcus epidermidis;3015901341;FD_10;;17;20;18;";FA non-wild-type"
Staphylococcus epidermidis;3015901341;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;FOX_30;;15;18;14;";PBP2a"
Staphylococcus epidermidis;3015901341;K_30;6;6;7;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901341;LEV_5;;17;20;19;";QL low level resistance"
Staphylococcus epidermidis;3015901341;LZD_10;;23;33;32;";OXD wild-type"
Staphylococcus epidermidis;3015901341;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;MH_30;;26;33;33;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901341;NA_30;;;;;";QL low level resistance"
Staphylococcus epidermidis;3015901341;NOR_10;;14;16;14;";QL low level resistance"
Staphylococcus epidermidis;3015901341;P_1;;9;9;6;";PBP2a"
Staphylococcus epidermidis;3015901341;RD_5;;32;39;41;";RIF non-wild-type"
Staphylococcus epidermidis;3015901341;SXT_25;;21;30;30;";SXT wild-type"
Staphylococcus epidermidis;3015901341;TE_30;;17;20;19;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901341;TEC_30;;13;15;14;
Staphylococcus epidermidis;3015901341;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901341;TGC_15;;20;27;27;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901341;TOB_10;;14;17;17;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901341;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901342;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;CIP_5;;;27;31;";QL wild-type"
Staphylococcus epidermidis;3015901342;CN_10;;;10;9;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901342;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;DA_2;6;6;6;6;
Staphylococcus epidermidis;3015901342;E_15;6;6;6;6;
Staphylococcus epidermidis;3015901342;FD_10;;;31;32;";FA wild-type"
Staphylococcus epidermidis;3015901342;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;FOX_30;;;15;12;";PBP2a"
Staphylococcus epidermidis;3015901342;K_30;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901342;LEV_5;;;29;32;";QL wild-type"
Staphylococcus epidermidis;3015901342;LZD_10;;;32;31;";OXD wild-type"
Staphylococcus epidermidis;3015901342;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;MH_30;;;31;32;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901342;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901342;NOR_10;;;27;29;";QL wild-type"
Staphylococcus epidermidis;3015901342;P_1;;;9;6;";PBP2a"
Staphylococcus epidermidis;3015901342;RD_5;;;37;42;";RIF wild-type"
Staphylococcus epidermidis;3015901342;SXT_25;;;10;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901342;TE_30;;;16;15;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901342;TEC_30;;;19;19;
Staphylococcus epidermidis;3015901342;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901342;TGC_15;;;26;27;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901342;TOB_10;;;13;12;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901342;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901343;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;CIP_5;;;8;6;";QL high level resistance"
Staphylococcus epidermidis;3015901343;CN_10;;16;17;17;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901343;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;DA_2;;20;27;26;
Staphylococcus epidermidis;3015901343;E_15;6;6;7;6;
Staphylococcus epidermidis;3015901343;FD_10;;10;12;10;";FA non-wild-type"
Staphylococcus epidermidis;3015901343;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;FOX_30;;21;24;24;";PBP2a"
Staphylococcus epidermidis;3015901343;K_30;;11;12;12;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901343;LEV_5;;11;12;12;";QL high level resistance"
Staphylococcus epidermidis;3015901343;LZD_10;;24;28;29;";OXD wild-type"
Staphylococcus epidermidis;3015901343;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;MH_30;;22;25;26;";TET wild-type"
Staphylococcus epidermidis;3015901343;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901343;NOR_10;6;6;6;6;";QL high level resistance"
Staphylococcus epidermidis;3015901343;P_1;;12;13;12;";PBP2a"
Staphylococcus epidermidis;3015901343;RD_5;6;6;6;6;";RIF non-wild-type"
Staphylococcus epidermidis;3015901343;SXT_25;6;6;7;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901343;TE_30;;21;25;26;";TET wild-type"
Staphylococcus epidermidis;3015901343;TEC_30;;16;19;19;
Staphylococcus epidermidis;3015901343;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901343;TGC_15;;22;24;24;";TET wild-type"
Staphylococcus epidermidis;3015901343;TOB_10;;16;18;18;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901343;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901344;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;CIP_5;;;18;17;";QL high level resistance"
Staphylococcus epidermidis;3015901344;CN_10;;;13;10;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901344;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;DA_2;;;30;30;
Staphylococcus epidermidis;3015901344;E_15;;;14;6;
Staphylococcus epidermidis;3015901344;FD_10;;;20;18;";FA non-wild-type"
Staphylococcus epidermidis;3015901344;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;FOX_30;;;20;18;";PBP2a"
Staphylococcus epidermidis;3015901344;K_30;;;8;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901344;LEV_5;;;17;16;";QL high level resistance"
Staphylococcus epidermidis;3015901344;LZD_10;;;33;33;";OXD wild-type"
Staphylococcus epidermidis;3015901344;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;MH_30;;;34;34;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901344;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901344;NOR_10;;;16;13;";QL high level resistance"
Staphylococcus epidermidis;3015901344;P_1;;;12;10;";PBP2a"
Staphylococcus epidermidis;3015901344;RD_5;;;39;40;";RIF non-wild-type"
Staphylococcus epidermidis;3015901344;SXT_25;;;31;31;";SXT wild-type"
Staphylococcus epidermidis;3015901344;TE_30;;;21;19;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901344;TEC_30;;;16;15;
Staphylococcus epidermidis;3015901344;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901344;TGC_15;;;27;27;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901344;TOB_10;;;17;17;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901344;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;AK_30;;;;;";AG wild-type"
Staphylococcus epidermidis;3015901345;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;CIP_5;;19;25;27;";QL wild-type"
Staphylococcus epidermidis;3015901345;CN_10;20;22;28;28;";AG wild-type"
Staphylococcus epidermidis;3015901345;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;DA_2;;15;16;8;";lnu"
Staphylococcus epidermidis;3015901345;E_15;;22;28;27;";lnu"
Staphylococcus epidermidis;3015901345;FD_10;;23;33;32;";FA wild-type"
Staphylococcus epidermidis;3015901345;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;FOX_30;21;26;31;34;";PBP2a"
Staphylococcus epidermidis;3015901345;K_30;20;22;27;27;";AG wild-type"
Staphylococcus epidermidis;3015901345;LEV_5;;22;27;29;";QL wild-type"
Staphylococcus epidermidis;3015901345;LZD_10;;25;31;29;";OXD wild-type"
Staphylococcus epidermidis;3015901345;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;MH_30;;22;31;31;";TET wild-type"
Staphylococcus epidermidis;3015901345;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901345;NOR_10;;20;24;24;";QL wild-type"
Staphylococcus epidermidis;3015901345;P_1;24;26;27;27;";PBP2a"
Staphylococcus epidermidis;3015901345;RD_5;;34;38;41;";RIF wild-type"
Staphylococcus epidermidis;3015901345;SXT_25;23;24;33;33;";SXT wild-type"
Staphylococcus epidermidis;3015901345;TE_30;;22;30;30;";TET wild-type"
Staphylococcus epidermidis;3015901345;TEC_30;;15;16;16;
Staphylococcus epidermidis;3015901345;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901345;TGC_15;;20;24;24;";TET wild-type"
Staphylococcus epidermidis;3015901345;TOB_10;19;23;27;27;";AG wild-type"
Staphylococcus epidermidis;3015901345;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901346;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;CIP_5;;;19;18;";QL high level resistance"
Staphylococcus epidermidis;3015901346;CN_10;;;13;11;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901346;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;DA_2;;;32;31;
Staphylococcus epidermidis;3015901346;E_15;;;15;7;
Staphylococcus epidermidis;3015901346;FD_10;;;22;21;";FA non-wild-type"
Staphylococcus epidermidis;3015901346;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;FOX_30;;;22;18;";PBP2a"
Staphylococcus epidermidis;3015901346;K_30;;;11;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901346;LEV_5;;;18;16;";QL high level resistance"
Staphylococcus epidermidis;3015901346;LZD_10;;;34;34;";OXD wild-type"
Staphylococcus epidermidis;3015901346;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;MH_30;;;34;35;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901346;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901346;NOR_10;;;16;11;";QL high level resistance"
Staphylococcus epidermidis;3015901346;P_1;;;13;8;";PBP2a"
Staphylococcus epidermidis;3015901346;RD_5;;;39;43;";RIF non-wild-type"
Staphylococcus epidermidis;3015901346;SXT_25;;;29;31;";dhps/PABA"
Staphylococcus epidermidis;3015901346;TE_30;;;24;20;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901346;TEC_30;;;17;15;
Staphylococcus epidermidis;3015901346;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901346;TGC_15;;;28;29;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901346;TOB_10;;;18;14;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901346;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901347;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;CIP_5;;23;32;35;";QL wild-type"
Staphylococcus epidermidis;3015901347;CN_10;;16;19;19;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901347;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;DA_2;;;29;30;
Staphylococcus epidermidis;3015901347;E_15;;;10;6;
Staphylococcus epidermidis;3015901347;FD_10;;;30;30;";FA wild-type"
Staphylococcus epidermidis;3015901347;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;FOX_30;;18;21;18;";PBP2a"
Staphylococcus epidermidis;3015901347;K_30;;15;15;14;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901347;LEV_5;;22;32;34;";QL wild-type"
Staphylococcus epidermidis;3015901347;LZD_10;;24;32;30;";OXD wild-type"
Staphylococcus epidermidis;3015901347;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;MH_30;;;29;28;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901347;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901347;NOR_10;;22;31;33;";QL wild-type"
Staphylococcus epidermidis;3015901347;P_1;;;9;6;";PBP2a"
Staphylococcus epidermidis;3015901347;RD_5;;28;38;40;";RIF wild-type"
Staphylococcus epidermidis;3015901347;SXT_25;;20;27;28;";dhps/PABA"
Staphylococcus epidermidis;3015901347;TE_30;;;9;6;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901347;TEC_30;;15;18;17;
Staphylococcus epidermidis;3015901347;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901347;TGC_15;;;27;24;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901347;TOB_10;;17;21;21;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901347;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901348;AK_30;;;;;";AG wild-type"
Staphylococcus epidermidis;3015901348;AMC_30;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;AMP_10;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;CIP_5;;;32;36;";QL wild-type"
Staphylococcus epidermidis;3015901348;CN_10;;;32;35;";AG wild-type"
Staphylococcus epidermidis;3015901348;CPD_10;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;CRO_30;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;CXM_30;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;DA_2;;;18;12;";lnu"
Staphylococcus epidermidis;3015901348;E_15;;;32;38;";lnu"
Staphylococcus epidermidis;3015901348;FD_10;;;33;41;";FA wild-type"
Staphylococcus epidermidis;3015901348;FEP_30;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;FOX_30;;;33;35;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;K_30;;;30;34;";AG wild-type"
Staphylococcus epidermidis;3015901348;LEV_5;;;33;36;";QL wild-type"
Staphylococcus epidermidis;3015901348;LZD_10;;;35;37;";OXD wild-type"
Staphylococcus epidermidis;3015901348;MEM_10;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;MH_30;;;36;36;";TET wild-type"
Staphylococcus epidermidis;3015901348;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901348;NOR_10;;;31;34;";QL wild-type"
Staphylococcus epidermidis;3015901348;P_1;;;23;22;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;RD_5;;;40;45;";RIF wild-type"
Staphylococcus epidermidis;3015901348;SXT_25;;;29;30;";dhps/PABA"
Staphylococcus epidermidis;3015901348;TE_30;;;34;36;";TET wild-type"
Staphylococcus epidermidis;3015901348;TEC_30;;;24;23;
Staphylococcus epidermidis;3015901348;TEM_30;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901348;TGC_15;;;29;30;";TET wild-type"
Staphylococcus epidermidis;3015901348;TOB_10;;;31;34;";AG wild-type"
Staphylococcus epidermidis;3015901348;TZP_36;;;;;";blaZ penicillinase"
Staphylococcus epidermidis;3015901349;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901349;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;CIP_5;;19;20;19;";QL high level resistance"
Staphylococcus epidermidis;3015901349;CN_10;;11;11;10;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901349;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;DA_2;;;30;28;
Staphylococcus epidermidis;3015901349;E_15;;;10;6;
Staphylococcus epidermidis;3015901349;FD_10;;;17;17;";FA non-wild-type"
Staphylococcus epidermidis;3015901349;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;FOX_30;;17;15;12;";PBP2a"
Staphylococcus epidermidis;3015901349;K_30;;;8;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901349;LEV_5;;18;19;19;";QL high level resistance"
Staphylococcus epidermidis;3015901349;LZD_10;;29;31;29;";OXD wild-type"
Staphylococcus epidermidis;3015901349;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;MH_30;;;29;30;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901349;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901349;NOR_10;;13;15;14;";QL high level resistance"
Staphylococcus epidermidis;3015901349;P_1;;;9;6;";PBP2a"
Staphylococcus epidermidis;3015901349;RD_5;;30;38;39;";RIF non-wild-type"
Staphylococcus epidermidis;3015901349;SXT_25;;20;29;30;";SXT wild-type"
Staphylococcus epidermidis;3015901349;TE_30;;;19;18;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901349;TEC_30;;16;16;16;
Staphylococcus epidermidis;3015901349;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901349;TGC_15;;;24;25;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901349;TOB_10;;14;17;11;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901349;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;AK_30;;;;;";AG exceptional phenotype"
Staphylococcus epidermidis;3015901350;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;CIP_5;;;29;32;";QL wild-type"
Staphylococcus epidermidis;3015901350;CN_10;;;29;30;";AG exceptional phenotype"
Staphylococcus epidermidis;3015901350;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;DA_2;;;15;11;";lnu"
Staphylococcus epidermidis;3015901350;E_15;;;32;33;";lnu"
Staphylococcus epidermidis;3015901350;FD_10;;;13;12;";FA non-wild-type"
Staphylococcus epidermidis;3015901350;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;FOX_30;;;30;36;";PBP2a"
Staphylococcus epidermidis;3015901350;K_30;;;21;21;";AG exceptional phenotype"
Staphylococcus epidermidis;3015901350;LEV_5;;;30;32;";QL wild-type"
Staphylococcus epidermidis;3015901350;LZD_10;;;33;33;";OXD wild-type"
Staphylococcus epidermidis;3015901350;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;MH_30;;;31;31;";TET wild-type"
Staphylococcus epidermidis;3015901350;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901350;NOR_10;;;29;31;";QL wild-type"
Staphylococcus epidermidis;3015901350;P_1;;;18;17;";PBP2a"
Staphylococcus epidermidis;3015901350;RD_5;;;37;39;";RIF non-wild-type"
Staphylococcus epidermidis;3015901350;SXT_25;;;29;30;";SXT wild-type"
Staphylococcus epidermidis;3015901350;TE_30;;;29;29;";TET wild-type"
Staphylococcus epidermidis;3015901350;TEC_30;;;16;15;
Staphylococcus epidermidis;3015901350;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901350;TGC_15;;;27;26;";TET wild-type"
Staphylococcus epidermidis;3015901350;TOB_10;;;14;12;";AG exceptional phenotype"
Staphylococcus epidermidis;3015901350;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901355;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;CIP_5;;;8;6;";QL high level resistance"
Staphylococcus epidermidis;3015901355;CN_10;;;17;12;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901355;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;DA_2;6;6;6;6;
Staphylococcus epidermidis;3015901355;E_15;6;6;6;6;
Staphylococcus epidermidis;3015901355;FD_10;;;14;14;";FA non-wild-type"
Staphylococcus epidermidis;3015901355;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;FOX_30;;;21;19;";PBP2a"
Staphylococcus epidermidis;3015901355;K_30;;;11;9;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901355;LEV_5;;;11;6;";QL high level resistance"
Staphylococcus epidermidis;3015901355;LZD_10;;;29;29;";OXD wild-type"
Staphylococcus epidermidis;3015901355;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;MH_30;;;27;27;";TET wild-type"
Staphylococcus epidermidis;3015901355;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901355;NOR_10;;;9;6;";QL high level resistance"
Staphylococcus epidermidis;3015901355;P_1;;;10;9;";PBP2a"
Staphylococcus epidermidis;3015901355;RD_5;6;6;6;6;";RIF non-wild-type"
Staphylococcus epidermidis;3015901355;SXT_25;;;9;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901355;TE_30;;;24;24;";TET wild-type"
Staphylococcus epidermidis;3015901355;TEC_30;;;17;16;
Staphylococcus epidermidis;3015901355;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901355;TGC_15;;;21;22;";TET wild-type"
Staphylococcus epidermidis;3015901355;TOB_10;;;19;14;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901355;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901356;AK_30;;;;;";AG wild-type"
Staphylococcus epidermidis;3015901356;AMC_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;AMP_10;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;CIP_5;;24;29;32;";QL wild-type"
Staphylococcus epidermidis;3015901356;CN_10;;23;26;27;";AG wild-type"
Staphylococcus epidermidis;3015901356;CPD_10;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;CRO_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;CXM_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;DA_2;;24;28;28;";MLS wild-type"
Staphylococcus epidermidis;3015901356;E_15;;22;29;29;";MLS wild-type"
Staphylococcus epidermidis;3015901356;FD_10;;26;31;31;";FA wild-type"
Staphylococcus epidermidis;3015901356;FEP_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;FOX_30;;26;33;36;";BL wild-type"
Staphylococcus epidermidis;3015901356;K_30;;22;24;25;";AG wild-type"
Staphylococcus epidermidis;3015901356;LEV_5;;23;29;32;";QL wild-type"
Staphylococcus epidermidis;3015901356;LZD_10;;26;29;28;";OXD wild-type"
Staphylococcus epidermidis;3015901356;MEM_10;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;MH_30;;25;29;30;";TET wild-type"
Staphylococcus epidermidis;3015901356;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901356;NOR_10;;23;28;31;";QL wild-type"
Staphylococcus epidermidis;3015901356;P_1;;28;35;40;";BL wild-type"
Staphylococcus epidermidis;3015901356;RD_5;;30;36;39;";RIF wild-type"
Staphylococcus epidermidis;3015901356;SXT_25;;29;34;35;";SXT wild-type"
Staphylococcus epidermidis;3015901356;TE_30;;23;30;30;";TET wild-type"
Staphylococcus epidermidis;3015901356;TEC_30;;17;17;17;
Staphylococcus epidermidis;3015901356;TEM_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901356;TGC_15;;22;23;24;";TET wild-type"
Staphylococcus epidermidis;3015901356;TOB_10;;23;26;26;";AG wild-type"
Staphylococcus epidermidis;3015901356;TZP_36;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901357;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901357;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901357;AMP_10;;;;;";PBP2a"
