barcode;organism;atb_acronim;6h;8h;12h;18h;phenotypes
3015903774;P. aeruginosa;Gentamicine;;22;23;22;Aminoglycoside wild-type
3015903774;P. aeruginosa;Cefepime;;26;29;31;beta-Lactamase wild-type
3015903774;P. aeruginosa;Imipeneme;;26;29;29;beta-Lactamase wild-type
3015903774;P. aeruginosa;Levofloxacine;;25;25;25;Quinolone wild-type
3015903774;P. aeruginosa;Meropeneme;;31;35;36;beta-Lactamase wild-type
3015903774;P. aeruginosa;Tobramycine;;24;25;25;Aminoglycoside wild-type
3015903774;P. aeruginosa;Piperacilline/Tazobactam;;25;27;27;beta-Lactamase wild-type
3015903775;P. aeruginosa;Amikacine;;26;28;27;Aminoglycoside wild-type
3015903775;P. aeruginosa;Ceftazidime;;18;19;20;beta-Lactamase wild-type
3015903775;P. aeruginosa;Ciprofloxacine;;23;25;25;Quinolone wild-type
3015903775;P. aeruginosa;Gentamicine;;23;25;25;Aminoglycoside wild-type
3015903775;P. aeruginosa;Cefepime;;22;21;21;beta-Lactamase wild-type
3015903775;P. aeruginosa;Imipeneme;;22;25;25;beta-Lactamase wild-type
3015903775;P. aeruginosa;Levofloxacine;;18;19;18;Quinolone-non-wild-type
3015903775;P. aeruginosa;Meropeneme;;21;24;25;beta-Lactamase wild-type
3015903775;P. aeruginosa;Tobramycine;;24;26;25;Aminoglycoside wild-type
3015903775;P. aeruginosa;Piperacilline/Tazobactam;;20;20;20;beta-Lactamase wild-type
3015903776;P. aeruginosa;Amikacine;;23;22;21;Aminoglycoside wild-type
3015903776;P. aeruginosa;Ceftazidime;;21;21;23;beta-Lactamase wild-type
3015903776;P. aeruginosa;Ciprofloxacine;;30;33;33;Quinolone wild-type
3015903776;P. aeruginosa;Gentamicine;;19;18;17;Aminoglycoside wild-type
3015903776;P. aeruginosa;Cefepime;;23;26;27;beta-Lactamase wild-type
3015903776;P. aeruginosa;Imipeneme;;25;26;25;beta-Lactamase wild-type
3015903776;P. aeruginosa;Levofloxacine;;25;27;27;Quinolone wild-type
3015903776;P. aeruginosa;Meropeneme;;27;31;34;beta-Lactamase wild-type
3015903776;P. aeruginosa;Tobramycine;;23;21;21;Aminoglycoside wild-type
3015903776;P. aeruginosa;Piperacilline/Tazobactam;;29;23;24;beta-Lactamase wild-type
3015903777;P. aeruginosa;Amikacine;;23;25;24;Aminoglycoside wild-type
3015903777;P. aeruginosa;Ceftazidime;;23;23;24;beta-Lactamase wild-type
3015903777;P. aeruginosa;Ciprofloxacine;;27;31;28;Quinolone wild-type
3015903777;P. aeruginosa;Gentamicine;;21;21;20;Aminoglycoside wild-type
3015903777;P. aeruginosa;Cefepime;;24;27;28;beta-Lactamase wild-type
3015903777;P. aeruginosa;Imipeneme;;24;26;26;beta-Lactamase wild-type
3015903777;P. aeruginosa;Levofloxacine;;25;26;23;Quinolone wild-type
3015903777;P. aeruginosa;Meropeneme;;29;31;33;beta-Lactamase wild-type
3015903777;P. aeruginosa;Tobramycine;;23;23;23;Aminoglycoside wild-type
3015903777;P. aeruginosa;Piperacilline/Tazobactam;;23;24;24;beta-Lactamase wild-type
3015903778;P. aeruginosa;Amikacine;;25;26;25;Aminoglycoside wild-type
3015903778;P. aeruginosa;Ceftazidime;;20;23;24;beta-Lactamase wild-type
3015903778;P. aeruginosa;Ciprofloxacine;;26;32;33;Quinolone wild-type
3015903778;P. aeruginosa;Gentamicine;;21;22;22;Aminoglycoside wild-type
3015903778;P. aeruginosa;Cefepime;;23;28;29;beta-Lactamase wild-type
3015903778;P. aeruginosa;Imipeneme;;27;30;30;beta-Lactamase wild-type
3015903778;P. aeruginosa;Levofloxacine;;22;26;26;Quinolone wild-type
3015903778;P. aeruginosa;Meropeneme;;26;37;40;beta-Lactamase wild-type
3015903778;P. aeruginosa;Tobramycine;;24;25;25;Aminoglycoside wild-type
3015903778;P. aeruginosa;Piperacilline/Tazobactam;;22;25;25;beta-Lactamase wild-type
3015903779;P. aeruginosa;Amikacine;;24;24;24;Aminoglycoside wild-type
3015903779;P. aeruginosa;Ceftazidime;;23;24;24;beta-Lactamase wild-type
3015903779;P. aeruginosa;Ciprofloxacine;;24;24;23;Quinolone-non-wild-type
3015903779;P. aeruginosa;Gentamicine;;20;20;20;Aminoglycoside wild-type
3015903779;P. aeruginosa;Cefepime;;26;28;28;beta-Lactamase wild-type
3015903779;P. aeruginosa;Imipeneme;;26;31;34;beta-Lactamase wild-type
3015903779;P. aeruginosa;Levofloxacine;;21;19;16;Quinolone-non-wild-type
3015903779;P. aeruginosa;Meropeneme;;32;33;37;beta-Lactamase wild-type
3015903779;P. aeruginosa;Tobramycine;;22;23;23;Aminoglycoside wild-type
3015903779;P. aeruginosa;Piperacilline/Tazobactam;;24;25;25;beta-Lactamase wild-type
3015903780;P. aeruginosa;Amikacine;;20;22;23;Aminoglycoside wild-type
3015903780;P. aeruginosa;Ceftazidime;;21;23;24;beta-Lactamase wild-type
3015903780;P. aeruginosa;Ciprofloxacine;;26;31;32;Quinolone wild-type
3015903780;P. aeruginosa;Gentamicine;;17;19;19;Aminoglycoside wild-type
3015903780;P. aeruginosa;Cefepime;;21;23;25;beta-Lactamase wild-type
3015903780;P. aeruginosa;Imipeneme;;22;24;24;beta-Lactamase-non-wild-type
3015903780;P. aeruginosa;Levofloxacine;;22;25;25;Quinolone wild-type
3015903780;P. aeruginosa;Meropeneme;;29;33;34;beta-Lactamase wild-type
3015903780;P. aeruginosa;Tobramycine;;21;22;23;Aminoglycoside wild-type
3015903780;P. aeruginosa;Piperacilline/Tazobactam;;22;25;25;beta-Lactamase wild-type
3015903781;P. aeruginosa;Amikacine;;;16;17;Aminoglycoside-non-wild-type
3015903781;P. aeruginosa;Ceftazidime;;;20;28;beta-Lactamase wild-type
3015903781;P. aeruginosa;Ciprofloxacine;;;20;21;Quinolone-non-wild-type
3015903781;P. aeruginosa;Gentamicine;;;16;17;Aminoglycoside wild-type
3015903781;P. aeruginosa;Cefepime;;;22;27;beta-Lactamase wild-type
3015903781;P. aeruginosa;Imipeneme;;;30;36;beta-Lactamase wild-type
3015903781;P. aeruginosa;Levofloxacine;;;15;15;Quinolone-non-wild-type
3015903781;P. aeruginosa;Meropeneme;;;35;45;beta-Lactamase wild-type
3015903781;P. aeruginosa;Tobramycine;;;20;23;Aminoglycoside wild-type
3015903781;P. aeruginosa;Piperacilline/Tazobactam;;;25;32;beta-Lactamase wild-type
3015903782;P. aeruginosa;Amikacine;;;;21;Aminoglycoside wild-type
3015903782;P. aeruginosa;Ceftazidime;;;;17;beta-Lactamase wild-type
3015903782;P. aeruginosa;Ciprofloxacine;;;;19;Quinolone-non-wild-type
3015903782;P. aeruginosa;Gentamicine;;;;18;Aminoglycoside wild-type
3015903782;P. aeruginosa;Cefepime;;;;14;beta-Lactamase-non-wild-type
3015903782;P. aeruginosa;Imipeneme;;;;10;beta-Lactamase-non-wild-type
3015903782;P. aeruginosa;Levofloxacine;;;;13;Quinolone-non-wild-type
3015903782;P. aeruginosa;Meropeneme;;;;16;beta-Lactamase-non-wild-type
3015903782;P. aeruginosa;Tobramycine;;;;22;Aminoglycoside wild-type
3015903782;P. aeruginosa;Piperacilline/Tazobactam;;;;21;beta-Lactamase wild-type
3015903785;P. aeruginosa;Amikacine;;;26;20;Aminoglycoside wild-type
3015903785;P. aeruginosa;Ceftazidime;;;28;27;beta-Lactamase wild-type
3015903785;P. aeruginosa;Ciprofloxacine;;;40;36;Quinolone wild-type
3015903785;P. aeruginosa;Gentamicine;;;24;19;Aminoglycoside wild-type
3015903785;P. aeruginosa;Cefepime;;;30;29;beta-Lactamase wild-type
3015903785;P. aeruginosa;Imipeneme;;;33;31;beta-Lactamase wild-type
3015903785;P. aeruginosa;Levofloxacine;;;35;28;Quinolone wild-type
3015903785;P. aeruginosa;Meropeneme;;;36;36;beta-Lactamase wild-type
3015903785;P. aeruginosa;Tobramycine;;;26;23;Aminoglycoside wild-type
3015903785;P. aeruginosa;Piperacilline/Tazobactam;;;27;27;beta-Lactamase wild-type
3015903786;P. aeruginosa;Amikacine;;18;19;19;Aminoglycoside wild-type
3015903786;P. aeruginosa;Ceftazidime;;19;19;21;beta-Lactamase wild-type
3015903786;P. aeruginosa;Ciprofloxacine;;26;27;28;Quinolone wild-type
3015903786;P. aeruginosa;Gentamicine;;16;16;16;Aminoglycoside wild-type
3015903786;P. aeruginosa;Cefepime;;19;18;18;beta-Lactamase-non-wild-type
3015903786;P. aeruginosa;Imipeneme;;26;27;28;beta-Lactamase wild-type
3015903786;P. aeruginosa;Levofloxacine;;23;23;23;Quinolone wild-type
3015903786;P. aeruginosa;Meropeneme;;28;28;31;beta-Lactamase wild-type
3015903786;P. aeruginosa;Tobramycine;;20;19;20;Aminoglycoside wild-type
3015903786;P. aeruginosa;Piperacilline/Tazobactam;;21;21;22;beta-Lactamase wild-type
3015903787;P. aeruginosa;Amikacine;;25;27;27;Aminoglycoside wild-type
3015903787;P. aeruginosa;Ceftazidime;;22;24;25;beta-Lactamase wild-type
3015903787;P. aeruginosa;Ciprofloxacine;;29;32;33;Quinolone wild-type
3015903787;P. aeruginosa;Gentamicine;;22;23;23;Aminoglycoside wild-type
3015903787;P. aeruginosa;Cefepime;;26;27;29;beta-Lactamase wild-type
3015903787;P. aeruginosa;Imipeneme;;22;26;26;beta-Lactamase wild-type
3015903787;P. aeruginosa;Levofloxacine;;27;28;27;Quinolone wild-type
3015903787;P. aeruginosa;Meropeneme;;30;33;36;beta-Lactamase wild-type
3015903787;P. aeruginosa;Tobramycine;;24;24;25;Aminoglycoside wild-type
3015903787;P. aeruginosa;Piperacilline/Tazobactam;;25;25;26;beta-Lactamase wild-type
3015903788;P. aeruginosa;Amikacine;;;24;24;Aminoglycoside wild-type
3015903788;P. aeruginosa;Ceftazidime;;;28;28;beta-Lactamase wild-type
3015903788;P. aeruginosa;Ciprofloxacine;;;25;23;Quinolone-non-wild-type
3015903788;P. aeruginosa;Gentamicine;;;23;23;Aminoglycoside wild-type
3015903788;P. aeruginosa;Cefepime;;;25;25;beta-Lactamase wild-type
3015903788;P. aeruginosa;Imipeneme;;;33;33;beta-Lactamase wild-type
3015903788;P. aeruginosa;Levofloxacine;;;21;19;Quinolone-non-wild-type
3015903788;P. aeruginosa;Meropeneme;;;38;45;beta-Lactamase wild-type
3015903788;P. aeruginosa;Tobramycine;;;26;27;Aminoglycoside wild-type
3015903788;P. aeruginosa;Piperacilline/Tazobactam;;;33;33;beta-Lactamase wild-type
3015903789;P. aeruginosa;Amikacine;;;15;15;Aminoglycoside-non-wild-type
3015903789;P. aeruginosa;Ceftazidime;;;22;25;beta-Lactamase wild-type
3015903789;P. aeruginosa;Ciprofloxacine;;;9;9;Quinolone-non-wild-type
3015903789;P. aeruginosa;Gentamicine;;;13;13;Aminoglycoside-non-wild-type
3015903789;P. aeruginosa;Cefepime;;;24;25;beta-Lactamase wild-type
3015903789;P. aeruginosa;Imipeneme;;;32;33;beta-Lactamase wild-type
3015903789;P. aeruginosa;Levofloxacine;;;7;7;Quinolone-non-wild-type
3015903789;P. aeruginosa;Meropeneme;;;37;41;beta-Lactamase wild-type
3015903789;P. aeruginosa;Tobramycine;;;20;20;Aminoglycoside wild-type
3015903789;P. aeruginosa;Piperacilline/Tazobactam;;;24;27;beta-Lactamase wild-type
3015903790;P. aeruginosa;Amikacine;;11;10;9;Aminoglycoside-non-wild-type
3015903790;P. aeruginosa;Ceftazidime;;13;14;15;beta-Lactamase-non-wild-type
3015903790;P. aeruginosa;Ciprofloxacine;;10;9;6;Quinolone-non-wild-type
3015903790;P. aeruginosa;Gentamicine;;8;6;6;Aminoglycoside-non-wild-type
3015903790;P. aeruginosa;Cefepime;;19;20;19;beta-Lactamase wild-type
3015903790;P. aeruginosa;Imipeneme;;11;12;10;beta-Lactamase-non-wild-type
3015903790;P. aeruginosa;Levofloxacine;;7;6;6;Quinolone-non-wild-type
3015903790;P. aeruginosa;Meropeneme;;14;14;12;beta-Lactamase-non-wild-type
3015903790;P. aeruginosa;Tobramycine;6;6;6;6;Aminoglycoside-non-wild-type
3015903790;P. aeruginosa;Piperacilline/Tazobactam;;17;18;17;beta-Lactamase-non-wild-type
3015903791;P. aeruginosa;Amikacine;;23;25;25;Aminoglycoside wild-type
3015903791;P. aeruginosa;Ceftazidime;;24;23;25;beta-Lactamase wild-type
3015903791;P. aeruginosa;Ciprofloxacine;;29;33;32;Quinolone wild-type
3015903791;P. aeruginosa;Gentamicine;;20;20;20;Aminoglycoside wild-type
3015903791;P. aeruginosa;Cefepime;;25;29;28;beta-Lactamase wild-type
3015903791;P. aeruginosa;Imipeneme;;25;26;26;beta-Lactamase wild-type
3015903791;P. aeruginosa;Levofloxacine;;24;27;27;Quinolone wild-type
3015903791;P. aeruginosa;Meropeneme;;27;30;30;beta-Lactamase wild-type
3015903791;P. aeruginosa;Tobramycine;;23;23;23;Aminoglycoside wild-type
3015903791;P. aeruginosa;Piperacilline/Tazobactam;;25;26;25;beta-Lactamase wild-type
3015903792;P. aeruginosa;Amikacine;;23;24;24;Aminoglycoside wild-type
3015903792;P. aeruginosa;Ceftazidime;;21;21;21;beta-Lactamase wild-type
3015903792;P. aeruginosa;Ciprofloxacine;;26;32;32;Quinolone wild-type
3015903792;P. aeruginosa;Gentamicine;;21;20;20;Aminoglycoside wild-type
3015903792;P. aeruginosa;Cefepime;;23;27;27;beta-Lactamase wild-type
3015903792;P. aeruginosa;Imipeneme;;22;25;25;beta-Lactamase wild-type
3015903792;P. aeruginosa;Levofloxacine;;25;27;26;Quinolone wild-type
3015903792;P. aeruginosa;Meropeneme;;28;33;34;beta-Lactamase wild-type
3015903792;P. aeruginosa;Tobramycine;;21;23;23;Aminoglycoside wild-type
3015903792;P. aeruginosa;Piperacilline/Tazobactam;;23;24;24;beta-Lactamase wild-type
3015903793;P. aeruginosa;Amikacine;;23;26;26;Aminoglycoside wild-type
3015903793;P. aeruginosa;Ceftazidime;;22;24;26;beta-Lactamase wild-type
3015903793;P. aeruginosa;Ciprofloxacine;;26;32;32;Quinolone wild-type
3015903793;P. aeruginosa;Gentamicine;;21;21;21;Aminoglycoside wild-type
3015903793;P. aeruginosa;Cefepime;;22;25;28;beta-Lactamase wild-type
3015903793;P. aeruginosa;Imipeneme;;25;26;26;beta-Lactamase wild-type
3015903793;P. aeruginosa;Levofloxacine;;22;26;26;Quinolone wild-type
3015903793;P. aeruginosa;Meropeneme;;29;33;35;beta-Lactamase wild-type
3015903793;P. aeruginosa;Tobramycine;;22;23;24;Aminoglycoside wild-type
3015903793;P. aeruginosa;Piperacilline/Tazobactam;;23;25;27;beta-Lactamase wild-type
3015903794;P. aeruginosa;Amikacine;;;30;25;Aminoglycoside wild-type
3015903794;P. aeruginosa;Ceftazidime;;;23;19;beta-Lactamase wild-type
3015903794;P. aeruginosa;Ciprofloxacine;;;24;24;Quinolone-non-wild-type
3015903794;P. aeruginosa;Gentamicine;;;29;23;Aminoglycoside wild-type
3015903794;P. aeruginosa;Cefepime;;;21;17;beta-Lactamase-non-wild-type
3015903794;P. aeruginosa;Imipeneme;;;23;23;beta-Lactamase-non-wild-type
3015903794;P. aeruginosa;Levofloxacine;;;21;20;Quinolone wild-type
3015903794;P. aeruginosa;Meropeneme;;;33;32;beta-Lactamase wild-type
3015903794;P. aeruginosa;Tobramycine;;;29;26;Aminoglycoside wild-type
3015903794;P. aeruginosa;Piperacilline/Tazobactam;;;26;25;beta-Lactamase wild-type
3015903795;P. aeruginosa;Amikacine;;22;22;22;Aminoglycoside wild-type
3015903795;P. aeruginosa;Ceftazidime;;19;21;22;beta-Lactamase wild-type
3015903795;P. aeruginosa;Ciprofloxacine;;29;32;33;Quinolone wild-type
3015903795;P. aeruginosa;Gentamicine;;20;19;19;Aminoglycoside wild-type
3015903795;P. aeruginosa;Cefepime;;22;27;27;beta-Lactamase wild-type
3015903795;P. aeruginosa;Imipeneme;;26;25;25;beta-Lactamase wild-type
3015903795;P. aeruginosa;Levofloxacine;;25;27;27;Quinolone wild-type
3015903795;P. aeruginosa;Meropeneme;;29;32;31;beta-Lactamase wild-type
3015903795;P. aeruginosa;Tobramycine;;22;22;22;Aminoglycoside wild-type
3015903795;P. aeruginosa;Piperacilline/Tazobactam;;21;23;24;beta-Lactamase wild-type
3015903796;P. aeruginosa;Amikacine;;;22;22;Aminoglycoside wild-type
3015903796;P. aeruginosa;Ceftazidime;;;24;24;beta-Lactamase wild-type
3015903796;P. aeruginosa;Ciprofloxacine;;;14;16;Quinolone-non-wild-type
3015903796;P. aeruginosa;Gentamicine;;;20;20;Aminoglycoside wild-type
3015903796;P. aeruginosa;Cefepime;;;22;21;beta-Lactamase wild-type
3015903796;P. aeruginosa;Imipeneme;;;25;22;beta-Lactamase-non-wild-type
3015903796;P. aeruginosa;Levofloxacine;;;14;11;Quinolone-non-wild-type
3015903796;P. aeruginosa;Meropeneme;;;30;34;beta-Lactamase wild-type
3015903796;P. aeruginosa;Tobramycine;;;25;25;Aminoglycoside wild-type
3015903796;P. aeruginosa;Piperacilline/Tazobactam;;;28;28;beta-Lactamase wild-type
3015903797;P. aeruginosa;Amikacine;;21;22;21;Aminoglycoside wild-type
3015903797;P. aeruginosa;Ceftazidime;;20;23;24;beta-Lactamase wild-type
3015903797;P. aeruginosa;Ciprofloxacine;;19;21;18;Quinolone-non-wild-type
3015903797;P. aeruginosa;Gentamicine;;20;19;18;Aminoglycoside wild-type
3015903797;P. aeruginosa;Cefepime;;23;24;26;beta-Lactamase wild-type
3015903797;P. aeruginosa;Imipeneme;;31;33;33;beta-Lactamase wild-type
3015903797;P. aeruginosa;Levofloxacine;;18;17;14;Quinolone-non-wild-type
3015903797;P. aeruginosa;Meropeneme;;34;39;41;beta-Lactamase wild-type
3015903797;P. aeruginosa;Tobramycine;;23;23;22;Aminoglycoside wild-type
3015903797;P. aeruginosa;Piperacilline/Tazobactam;;25;30;31;beta-Lactamase wild-type
3015903798;P. aeruginosa;Amikacine;;25;25;25;Aminoglycoside wild-type
3015903798;P. aeruginosa;Ceftazidime;;23;24;24;beta-Lactamase wild-type
3015903798;P. aeruginosa;Ciprofloxacine;;30;32;32;Quinolone wild-type
3015903798;P. aeruginosa;Gentamicine;;22;21;20;Aminoglycoside wild-type
3015903798;P. aeruginosa;Cefepime;;26;27;29;beta-Lactamase wild-type
3015903798;P. aeruginosa;Imipeneme;;31;31;33;beta-Lactamase wild-type
3015903798;P. aeruginosa;Levofloxacine;;27;26;25;Quinolone wild-type
3015903798;P. aeruginosa;Meropeneme;;31;34;35;beta-Lactamase wild-type
3015903798;P. aeruginosa;Tobramycine;;23;23;23;Aminoglycoside wild-type
3015903798;P. aeruginosa;Piperacilline/Tazobactam;;25;26;26;beta-Lactamase wild-type
3015903799;P. aeruginosa;Amikacine;;25;26;26;Aminoglycoside wild-type
3015903799;P. aeruginosa;Ceftazidime;;22;23;20;beta-Lactamase wild-type
3015903799;P. aeruginosa;Ciprofloxacine;;30;31;32;Quinolone wild-type
3015903799;P. aeruginosa;Gentamicine;;23;22;22;Aminoglycoside wild-type
3015903799;P. aeruginosa;Cefepime;;23;28;30;beta-Lactamase wild-type
3015903799;P. aeruginosa;Imipeneme;;25;26;25;beta-Lactamase wild-type
3015903799;P. aeruginosa;Levofloxacine;;26;26;25;Quinolone wild-type
3015903799;P. aeruginosa;Meropeneme;;30;31;27;beta-Lactamase wild-type
3015903799;P. aeruginosa;Tobramycine;;23;24;24;Aminoglycoside wild-type
3015903799;P. aeruginosa;Piperacilline/Tazobactam;;24;25;25;beta-Lactamase wild-type
3015903800;P. aeruginosa;Amikacine;;22;23;23;Aminoglycoside wild-type
3015903800;P. aeruginosa;Ceftazidime;;19;22;23;beta-Lactamase wild-type
3015903800;P. aeruginosa;Ciprofloxacine;;29;30;31;Quinolone wild-type
3015903800;P. aeruginosa;Gentamicine;;21;20;20;Aminoglycoside wild-type
3015903800;P. aeruginosa;Cefepime;;21;25;27;beta-Lactamase wild-type
3015903800;P. aeruginosa;Imipeneme;;23;26;25;beta-Lactamase wild-type
3015903800;P. aeruginosa;Levofloxacine;;26;26;26;Quinolone wild-type
3015903800;P. aeruginosa;Meropeneme;;30;31;34;beta-Lactamase wild-type
3015903800;P. aeruginosa;Tobramycine;;24;23;23;Aminoglycoside wild-type
3015903800;P. aeruginosa;Piperacilline/Tazobactam;;23;24;24;beta-Lactamase wild-type
3015903801;P. aeruginosa;Amikacine;;;26;26;Aminoglycoside wild-type
3015903801;P. aeruginosa;Ceftazidime;;;25;26;beta-Lactamase wild-type
3015903801;P. aeruginosa;Ciprofloxacine;;;34;35;Quinolone wild-type
3015903801;P. aeruginosa;Gentamicine;;;24;24;Aminoglycoside wild-type
3015903801;P. aeruginosa;Cefepime;;;25;30;beta-Lactamase wild-type
3015903801;P. aeruginosa;Imipeneme;;;25;25;beta-Lactamase wild-type
3015903801;P. aeruginosa;Levofloxacine;;;30;30;Quinolone wild-type
3015903801;P. aeruginosa;Meropeneme;;;32;33;beta-Lactamase wild-type
3015903801;P. aeruginosa;Tobramycine;;;27;27;Aminoglycoside wild-type
3015903801;P. aeruginosa;Piperacilline/Tazobactam;;;25;25;beta-Lactamase wild-type
3015903802;P. aeruginosa;Amikacine;;;20;19;Aminoglycoside wild-type
3015903802;P. aeruginosa;Ceftazidime;;;32;38;beta-Lactamase wild-type
3015903802;P. aeruginosa;Ciprofloxacine;;;24;25;Quinolone wild-type
3015903802;P. aeruginosa;Gentamicine;;;20;19;Aminoglycoside wild-type
3015903802;P. aeruginosa;Cefepime;;;32;35;beta-Lactamase wild-type
3015903802;P. aeruginosa;Imipeneme;;;38;39;beta-Lactamase wild-type
3015903802;P. aeruginosa;Levofloxacine;;;21;20;Quinolone wild-type
3015903802;P. aeruginosa;Meropeneme;;;42;48;beta-Lactamase wild-type
3015903802;P. aeruginosa;Tobramycine;;;22;21;Aminoglycoside wild-type
3015903802;P. aeruginosa;Piperacilline/Tazobactam;;;37;37;beta-Lactamase wild-type
3015903803;P. aeruginosa;Amikacine;;28;26;29;Aminoglycoside wild-type
3015903803;P. aeruginosa;Ceftazidime;;24;23;22;beta-Lactamase wild-type
3015903803;P. aeruginosa;Ciprofloxacine;;32;33;34;Quinolone wild-type
3015903803;P. aeruginosa;Gentamicine;;25;24;27;Aminoglycoside wild-type
3015903803;P. aeruginosa;Cefepime;;26;25;28;beta-Lactamase wild-type
3015903803;P. aeruginosa;Imipeneme;;31;29;30;beta-Lactamase wild-type
3015903803;P. aeruginosa;Levofloxacine;;28;28;29;Quinolone wild-type
3015903803;P. aeruginosa;Meropeneme;;32;32;31;beta-Lactamase wild-type
3015903803;P. aeruginosa;Tobramycine;;26;25;27;Aminoglycoside wild-type
3015903803;P. aeruginosa;Piperacilline/Tazobactam;;25;23;24;beta-Lactamase wild-type
3015903804;P. aeruginosa;Amikacine;;24;23;23;Aminoglycoside wild-type
3015903804;P. aeruginosa;Ceftazidime;18;22;23;23;beta-Lactamase wild-type
3015903804;P. aeruginosa;Ciprofloxacine;;30;31;29;Quinolone wild-type
3015903804;P. aeruginosa;Gentamicine;;20;19;19;Aminoglycoside wild-type
3015903804;P. aeruginosa;Cefepime;21;26;27;26;beta-Lactamase wild-type
3015903804;P. aeruginosa;Imipeneme;26;29;28;27;beta-Lactamase wild-type
3015903804;P. aeruginosa;Levofloxacine;;26;25;23;Quinolone wild-type
3015903804;P. aeruginosa;Meropeneme;18;24;23;22;beta-Lactamase-non-wild-type
3015903804;P. aeruginosa;Tobramycine;;22;22;22;Aminoglycoside wild-type
3015903804;P. aeruginosa;Piperacilline/Tazobactam;21;24;25;24;beta-Lactamase wild-type
3015903805;P. aeruginosa;Amikacine;21;23;22;23;Aminoglycoside wild-type
3015903805;P. aeruginosa;Ceftazidime;19;21;21;22;beta-Lactamase wild-type
3015903805;P. aeruginosa;Ciprofloxacine;24;29;31;30;Quinolone wild-type
3015903805;P. aeruginosa;Gentamicine;19;20;19;20;Aminoglycoside wild-type
3015903805;P. aeruginosa;Cefepime;21;25;26;26;beta-Lactamase wild-type
3015903805;P. aeruginosa;Imipeneme;22;28;27;25;beta-Lactamase wild-type
3015903805;P. aeruginosa;Levofloxacine;21;25;25;25;Quinolone wild-type
3015903805;P. aeruginosa;Meropeneme;19;22;21;20;beta-Lactamase-non-wild-type
3015903805;P. aeruginosa;Tobramycine;21;22;22;22;Aminoglycoside wild-type
3015903805;P. aeruginosa;Piperacilline/Tazobactam;20;22;23;23;beta-Lactamase wild-type
3015903806;P. aeruginosa;Amikacine;;24;25;24;Aminoglycoside wild-type
3015903806;P. aeruginosa;Ceftazidime;;20;23;22;beta-Lactamase wild-type
3015903806;P. aeruginosa;Ciprofloxacine;;29;39;36;Quinolone wild-type
3015903806;P. aeruginosa;Gentamicine;;20;21;20;Aminoglycoside wild-type
3015903806;P. aeruginosa;Cefepime;;25;28;29;beta-Lactamase wild-type
3015903806;P. aeruginosa;Imipeneme;;20;24;26;beta-Lactamase wild-type
3015903806;P. aeruginosa;Levofloxacine;;22;33;32;Quinolone wild-type
3015903806;P. aeruginosa;Meropeneme;;25;31;30;beta-Lactamase wild-type
3015903806;P. aeruginosa;Tobramycine;;23;24;24;Aminoglycoside wild-type
3015903806;P. aeruginosa;Piperacilline/Tazobactam;;24;25;25;beta-Lactamase wild-type
3015903807;P. aeruginosa;Amikacine;;;36;39;Aminoglycoside wild-type
3015903807;P. aeruginosa;Ceftazidime;;;28;28;beta-Lactamase wild-type
3015903807;P. aeruginosa;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903807;P. aeruginosa;Gentamicine;;;32;35;Aminoglycoside wild-type
3015903807;P. aeruginosa;Cefepime;;;28;31;beta-Lactamase wild-type
3015903807;P. aeruginosa;Imipeneme;;;32;36;beta-Lactamase wild-type
3015903807;P. aeruginosa;Levofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903807;P. aeruginosa;Meropeneme;;;39;48;beta-Lactamase wild-type
3015903807;P. aeruginosa;Tobramycine;;;33;35;Aminoglycoside wild-type
3015903807;P. aeruginosa;Piperacilline/Tazobactam;;;28;26;beta-Lactamase wild-type
3015903808;P. aeruginosa;Amikacine;;;27;26;Aminoglycoside wild-type
3015903808;P. aeruginosa;Ceftazidime;;16;20;20;beta-Lactamase wild-type
3015903808;P. aeruginosa;Ciprofloxacine;;;27;28;Quinolone wild-type
3015903808;P. aeruginosa;Gentamicine;;;23;23;Aminoglycoside wild-type
3015903808;P. aeruginosa;Cefepime;;21;24;25;beta-Lactamase wild-type
3015903808;P. aeruginosa;Imipeneme;;20;20;20;beta-Lactamase-non-wild-type
3015903808;P. aeruginosa;Levofloxacine;;;21;19;Quinolone-non-wild-type
3015903808;P. aeruginosa;Meropeneme;;17;18;17;beta-Lactamase-non-wild-type
3015903808;P. aeruginosa;Tobramycine;;;26;25;Aminoglycoside wild-type
3015903808;P. aeruginosa;Piperacilline/Tazobactam;;20;21;21;beta-Lactamase wild-type
3015903809;P. aeruginosa;Amikacine;;25;25;24;Aminoglycoside wild-type
3015903809;P. aeruginosa;Ceftazidime;;20;23;22;beta-Lactamase wild-type
3015903809;P. aeruginosa;Ciprofloxacine;;30;32;32;Quinolone wild-type
3015903809;P. aeruginosa;Gentamicine;;21;20;20;Aminoglycoside wild-type
3015903809;P. aeruginosa;Cefepime;;23;25;30;beta-Lactamase wild-type
3015903809;P. aeruginosa;Imipeneme;;23;25;20;beta-Lactamase-non-wild-type
3015903809;P. aeruginosa;Levofloxacine;;27;26;25;Quinolone wild-type
3015903809;P. aeruginosa;Meropeneme;;31;31;30;beta-Lactamase wild-type
3015903809;P. aeruginosa;Tobramycine;;23;23;23;Aminoglycoside wild-type
